CREATED_ON	DATABASE_NAME	TABLE_NAME	DATA_TYPE	OBJECT_NAME	PREDICATE_NAME	TYPE_SUFFIX	INCLUDE_IN_VIEW	CHARACTER_MAXIMUM_LENGTH	CHARACTER_OCTET_LENGTH	NUMERIC_PRECISION	CHARACTER_SET_NAME	COLLATION_NAME	TOTAL_CARDINALITY	UNIQUE_CARDINALITY	UNIQUENESS_SCORE	TOTAL_UNIQUENESS_SCORE
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-MA-FLT	float	BSET_LAB_FEE_SCHEDULE	MA	FLT	1	NULL	NULL	53	NULL	NULL	9145	2225	24.3302351	24.3302351
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-MD-FLT	float	BSET_LAB_FEE_SCHEDULE	MD	FLT	1	NULL	NULL	53	NULL	NULL	9145	2385	26.07982504	26.07982504
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-ME-FLT	float	BSET_LAB_FEE_SCHEDULE	ME	FLT	1	NULL	NULL	53	NULL	NULL	9145	2219	24.26462548	24.26462548
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-MI-FLT	float	BSET_LAB_FEE_SCHEDULE	MI	FLT	1	NULL	NULL	53	NULL	NULL	9145	2298	25.12848551	25.12848551
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-MN-FLT	float	BSET_LAB_FEE_SCHEDULE	MN	FLT	1	NULL	NULL	53	NULL	NULL	9145	2367	25.88299617	25.88299617
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-MO1-FLT	float	BSET_LAB_FEE_SCHEDULE	MO1	FLT	1	NULL	NULL	53	NULL	NULL	9145	2342	25.60962274	25.60962274
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-MO2-FLT	float	BSET_LAB_FEE_SCHEDULE	MO2	FLT	1	NULL	NULL	53	NULL	NULL	9145	2223	24.30836523	24.30836523
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-MODIFIER-TXTS	nvarchar	BSET_LAB_FEE_SCHEDULE	MODIFIER	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	418	1	0.23923445	0.010934937
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-MS-FLT	float	BSET_LAB_FEE_SCHEDULE	MS	FLT	1	NULL	NULL	53	NULL	NULL	9145	2148	23.48824494	23.48824494
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-MT-FLT	float	BSET_LAB_FEE_SCHEDULE	MT	FLT	1	NULL	NULL	53	NULL	NULL	9145	2285	24.98633133	24.98633133
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-NC-FLT	float	BSET_LAB_FEE_SCHEDULE	NC	FLT	1	NULL	NULL	53	NULL	NULL	9145	2253	24.63641334	24.63641334
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-ND-FLT	float	BSET_LAB_FEE_SCHEDULE	ND	FLT	1	NULL	NULL	53	NULL	NULL	9145	2343	25.62055768	25.62055768
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-NE-FLT	float	BSET_LAB_FEE_SCHEDULE	NE	FLT	1	NULL	NULL	53	NULL	NULL	9145	2250	24.60360853	24.60360853
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-NH-FLT	float	BSET_LAB_FEE_SCHEDULE	NH	FLT	1	NULL	NULL	53	NULL	NULL	9145	2207	24.13340623	24.13340623
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-NJ-FLT	float	BSET_LAB_FEE_SCHEDULE	NJ	FLT	1	NULL	NULL	53	NULL	NULL	9145	2344	25.63149262	25.63149262
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-NM-FLT	float	BSET_LAB_FEE_SCHEDULE	NM	FLT	1	NULL	NULL	53	NULL	NULL	9145	2315	25.31437944	25.31437944
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-NV-FLT	float	BSET_LAB_FEE_SCHEDULE	NV	FLT	1	NULL	NULL	53	NULL	NULL	9145	2378	26.00328048	26.00328048
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-NY1-FLT	float	BSET_LAB_FEE_SCHEDULE	NY1	FLT	1	NULL	NULL	53	NULL	NULL	9145	2278	24.90978677	24.90978677
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-NY2-FLT	float	BSET_LAB_FEE_SCHEDULE	NY2	FLT	1	NULL	NULL	53	NULL	NULL	9145	2250	24.60360853	24.60360853
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-NY3-FLT	float	BSET_LAB_FEE_SCHEDULE	NY3	FLT	1	NULL	NULL	53	NULL	NULL	9145	2208	24.14434117	24.14434117
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-OH-FLT	float	BSET_LAB_FEE_SCHEDULE	OH	FLT	1	NULL	NULL	53	NULL	NULL	9145	2190	23.9475123	23.9475123
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-OK-FLT	float	BSET_LAB_FEE_SCHEDULE	OK	FLT	1	NULL	NULL	53	NULL	NULL	9145	2306	25.21596501	25.21596501
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-OR-FLT	float	BSET_LAB_FEE_SCHEDULE	OR	FLT	1	NULL	NULL	53	NULL	NULL	9145	2339	25.57681793	25.57681793
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-PA-FLT	float	BSET_LAB_FEE_SCHEDULE	PA	FLT	1	NULL	NULL	53	NULL	NULL	9145	2395	26.18917441	26.18917441
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-POINT-FLT	float	BSET_LAB_FEE_SCHEDULE	POINT	FLT	1	NULL	NULL	53	NULL	NULL	9145	2302	25.17222526	25.17222526
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-PR-FLT	float	BSET_LAB_FEE_SCHEDULE	PR	FLT	1	NULL	NULL	53	NULL	NULL	9145	2357	25.7736468	25.7736468
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-RI-FLT	float	BSET_LAB_FEE_SCHEDULE	RI	FLT	1	NULL	NULL	53	NULL	NULL	9145	2450	26.79059595	26.79059595
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-SC-FLT	float	BSET_LAB_FEE_SCHEDULE	SC	FLT	1	NULL	NULL	53	NULL	NULL	9145	2399	26.23291416	26.23291416
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-SD-FLT	float	BSET_LAB_FEE_SCHEDULE	SD	FLT	1	NULL	NULL	53	NULL	NULL	9145	2337	25.55494806	25.55494806
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-TN-FLT	float	BSET_LAB_FEE_SCHEDULE	TN	FLT	1	NULL	NULL	53	NULL	NULL	9145	2320	25.36905413	25.36905413
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-TX-FLT	float	BSET_LAB_FEE_SCHEDULE	TX	FLT	1	NULL	NULL	53	NULL	NULL	9145	2383	26.05795517	26.05795517
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-UT-FLT	float	BSET_LAB_FEE_SCHEDULE	UT	FLT	1	NULL	NULL	53	NULL	NULL	9145	2383	26.05795517	26.05795517
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-VA-FLT	float	BSET_LAB_FEE_SCHEDULE	VA	FLT	1	NULL	NULL	53	NULL	NULL	9145	2331	25.48933844	25.48933844
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-VT-FLT	float	BSET_LAB_FEE_SCHEDULE	VT	FLT	1	NULL	NULL	53	NULL	NULL	9145	2206	24.1224713	24.1224713
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-WA-FLT	float	BSET_LAB_FEE_SCHEDULE	WA	FLT	1	NULL	NULL	53	NULL	NULL	9145	2381	26.03608529	26.03608529
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-WI-FLT	float	BSET_LAB_FEE_SCHEDULE	WI	FLT	1	NULL	NULL	53	NULL	NULL	9145	2374	25.95954073	25.95954073
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-WV-FLT	float	BSET_LAB_FEE_SCHEDULE	WV	FLT	1	NULL	NULL	53	NULL	NULL	9145	2154	23.55385457	23.55385457
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-WY-FLT	float	BSET_LAB_FEE_SCHEDULE	WY	FLT	1	NULL	NULL	53	NULL	NULL	9145	2471	27.02022963	27.02022963
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_LAB_FEE_SCHEDULE-YEAR-INT	bigint	BSET_LAB_FEE_SCHEDULE	YEAR	INT	1	NULL	NULL	19	NULL	NULL	9145	8	0.087479497	0.087479497
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_MODIFIER-MODDESC-TXTS	nvarchar	BSET_MODIFIER	MODDESC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	119	119	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_MODIFIER-MOD-TXTS	nvarchar	BSET_MODIFIER	MOD	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	119	119	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-ASSTSURG-TXTS	nvarchar	BSET_NPFS	ASSTSURG	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	96096	4	0.004162504	0.004162504
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-BILATSURG-TXTS	nvarchar	BSET_NPFS	BILATSURG	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	96096	5	0.00520313	0.00520313
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-COSURG-TXTS	nvarchar	BSET_NPFS	COSURG	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	96096	4	0.004162504	0.004162504
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-CPTCODE-TXTS	nvarchar	BSET_NPFS	CPTCODE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	96096	14220	14.7977023	14.7977023
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-DESCRIPTION-TXTS	nvarchar	BSET_NPFS	DESCRIPTION	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	96096	13841	14.40330503	14.40330503
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-ENDOBASE-TXTS	nvarchar	BSET_NPFS	ENDOBASE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	1861	33	1.773240193	0.034340659
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-FACRVU-FLT	float	BSET_NPFS	FACRVU	FLT	1	NULL	NULL	53	NULL	NULL	96096	2741	2.852355977	2.852355977
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-GLOBALDAYS-TXTS	nvarchar	BSET_NPFS	GLOBALDAYS	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	96080	10	0.010407993	0.01040626
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-INTRAOP-FLT	float	BSET_NPFS	INTRAOP	FLT	1	NULL	NULL	53	NULL	NULL	96080	14	0.014571191	0.014568765
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-MOD-TXTS	nvarchar	BSET_NPFS	MOD	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	14097	3	0.021281124	0.003121878
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-MPRVU-FLT	float	BSET_NPFS	MPRVU	FLT	1	NULL	NULL	53	NULL	NULL	96096	901	0.937604063	0.937604063
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-MULTPROC-TXTS	nvarchar	BSET_NPFS	MULTPROC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	96096	6	0.006243756	0.006243756
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-NONFACRVU-FLT	float	BSET_NPFS	NONFACRVU	FLT	1	NULL	NULL	53	NULL	NULL	96096	3063	3.187437562	3.187437562
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-PCTC-TXTS	nvarchar	BSET_NPFS	PCTC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	96096	10	0.01040626	0.01040626
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-POSTOP-FLT	float	BSET_NPFS	POSTOP	FLT	1	NULL	NULL	53	NULL	NULL	96080	11	0.011448793	0.011446886
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-PREOP-FLT	float	BSET_NPFS	PREOP	FLT	1	NULL	NULL	53	NULL	NULL	96080	8	0.008326395	0.008325008
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-STATUSCODE-TXTS	nvarchar	BSET_NPFS	STATUSCODE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	96096	14	0.014568765	0.014568765
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-TEAMSURG-TXTS	nvarchar	BSET_NPFS	TEAMSURG	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	96096	4	0.004162504	0.004162504
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-WORKRVU-FLT	float	BSET_NPFS	WORKRVU	FLT	1	NULL	NULL	53	NULL	NULL	96096	3404	3.542291042	3.542291042
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_NPFS-YEAR-INT	bigint	BSET_NPFS	YEAR	INT	1	NULL	NULL	19	NULL	NULL	96096	7	0.007284382	0.007284382
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_PCTC-PCTCDESC-TXTS	nvarchar	BSET_PCTC	PCTCDESC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	10	10	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_PCTC-PCTC-TXTS	nvarchar	BSET_PCTC	PCTC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	10	10	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_PHYSICIAN_STATUS_CODE-STATUSCODEDESC-TXTS	nvarchar	BSET_PHYSICIAN_STATUS_CODE	STATUSCODEDESC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	14	13	92.85714286	92.85714286
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_PHYSICIAN_STATUS_CODE-STATUSCODE-TXTS	nvarchar	BSET_PHYSICIAN_STATUS_CODE	STATUSCODE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	14	14	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_PLACE_OF_SERVICE-POSDESC-TXTS	nvarchar	BSET_PLACE_OF_SERVICE	POSDESC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	12	10	83.33333333	83.33333333
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_PLACE_OF_SERVICE-POS-TXTS	nvarchar	BSET_PLACE_OF_SERVICE	POS	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	12	12	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_TAXONOMY_CODE-CLASSIFICATION-TXTS	nvarchar	BSET_TAXONOMY_CODE	CLASSIFICATION	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	814	225	27.64127764	27.64127764
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_TAXONOMY_CODE-CODE-TXTS	nvarchar	BSET_TAXONOMY_CODE	CODE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	814	814	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_TAXONOMY_CODE-DEFINITION-TXTL	ntext	BSET_TAXONOMY_CODE	DEFINITION	TXTL	1	1073741823	2147483646	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	0	0	0	0
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_TAXONOMY_CODE-DEFINITION-TXTS	nvarchar	BSET_TAXONOMY_CODE	DEFINITION	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	590	280	47.45762712	34.3980344
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_TAXONOMY_CODE-NOTES-TXTL	ntext	BSET_TAXONOMY_CODE	NOTES	TXTL	1	1073741823	2147483646	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	0	0	0	0
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_TAXONOMY_CODE-NOTES-TXTS	nvarchar	BSET_TAXONOMY_CODE	NOTES	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	347	220	63.40057637	27.02702703
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_TAXONOMY_CODE-SPECIALIZATION-TXTS	nvarchar	BSET_TAXONOMY_CODE	SPECIALIZATION	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	593	442	74.53625632	54.2997543
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_TAXONOMY_CODE-TYPE-TXTS	nvarchar	BSET_TAXONOMY_CODE	TYPE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	814	29	3.562653563	3.562653563
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_TYPE_OF_SERVICE-TOSDESC-TXTS	nvarchar	BSET_TYPE_OF_SERVICE	TOSDESC	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	7	7	100	100
4/21/12 12:38 PM	BAL_MEDICAL_CODE_SETS	BSET_TYPE_OF_SERVICE-TOS-TXTS	nvarchar	BSET_TYPE_OF_SERVICE	TOS	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	7	7	100	100
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_AFGHAN_WAR_DIARY-EVENT_TEXT-TXTL	ntext	BSET_AFGHAN_WAR_DIARY	EVENT_TEXT	TXTL	1	1073741823	2147483646	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	0	0	0	0
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_AFGHAN_WAR_DIARY-EVENT_TEXT-TXTS	nvarchar	BSET_AFGHAN_WAR_DIARY	EVENT_TEXT	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	5254	5245	99.82870194	11.20630715
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_AFGHAN_WAR_DIARY-INCIDENT_DATE-DTM	datetime	BSET_AFGHAN_WAR_DIARY	INCIDENT_DATE	DTM	1	NULL	NULL	NULL	NULL	NULL	46709	40118	85.88922906	85.71489616
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_AFGHAN_WAR_DIARY-INCIDENT_DATE-TXTS	nvarchar	BSET_AFGHAN_WAR_DIARY	INCIDENT_DATE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	95	8	8.421052632	0.017092556
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_AFGHAN_WAR_DIARY-LATITUDE-FLT	float	BSET_AFGHAN_WAR_DIARY	LATITUDE	FLT	1	NULL	NULL	53	NULL	NULL	46804	29150	62.28100162	62.28100162
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_AFGHAN_WAR_DIARY-LINE_NUMBER-INT	bigint	BSET_AFGHAN_WAR_DIARY	LINE_NUMBER	INT	1	NULL	NULL	19	NULL	NULL	46804	46804	100	100
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_AFGHAN_WAR_DIARY-LONGITUDE-FLT	float	BSET_AFGHAN_WAR_DIARY	LONGITUDE	FLT	1	NULL	NULL	53	NULL	NULL	46804	29113	62.20194855	62.20194855
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_IRAQ_WAR_DIARY-EVENT_TEXT-TXTL	ntext	BSET_IRAQ_WAR_DIARY	EVENT_TEXT	TXTL	1	1073741823	2147483646	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	0	0	0	0
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_IRAQ_WAR_DIARY-EVENT_TEXT-TXTS	nvarchar	BSET_IRAQ_WAR_DIARY	EVENT_TEXT	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	21105	21105	100	5.386236959
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_IRAQ_WAR_DIARY-INCIDENT_DATE-DTM	datetime	BSET_IRAQ_WAR_DIARY	INCIDENT_DATE	DTM	1	NULL	NULL	NULL	NULL	NULL	391832	302991	77.32676249	77.32676249
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_IRAQ_WAR_DIARY-LATITUDE-FLT	float	BSET_IRAQ_WAR_DIARY	LATITUDE	FLT	1	NULL	NULL	53	NULL	NULL	391832	294	0.075032157	0.075032157
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_IRAQ_WAR_DIARY-LINE_NUMBER-INT	bigint	BSET_IRAQ_WAR_DIARY	LINE_NUMBER	INT	1	NULL	NULL	19	NULL	NULL	391832	391832	100	100
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_IRAQ_WAR_DIARY-LONGITUDE-FLT	float	BSET_IRAQ_WAR_DIARY	LONGITUDE	FLT	1	NULL	NULL	53	NULL	NULL	391832	265	0.067631026	0.067631026
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_WAR_DIARY_KEYWORD-INCIDENT_DATE-DTM	datetime	BSET_WAR_DIARY_KEYWORD	INCIDENT_DATE	DTM	1	NULL	NULL	NULL	NULL	NULL	18935658	333634	1.761935075	1.759800062
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_WAR_DIARY_KEYWORD-INCIDENT_DATE-TXTS	nvarchar	BSET_WAR_DIARY_KEYWORD	INCIDENT_DATE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	22973	8	0.034823488	4.22E-05
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_WAR_DIARY_KEYWORD-KEY_WORD-TXTS	nvarchar	BSET_WAR_DIARY_KEYWORD	KEY_WORD	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	18646177	93001	0.49876712	0.490547023
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_WAR_DIARY_KEYWORD-LATITUDE-FLT	float	BSET_WAR_DIARY_KEYWORD	LATITUDE	FLT	1	NULL	NULL	53	NULL	NULL	18958631	29429	0.155227453	0.155227453
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_WAR_DIARY_KEYWORD-LINE_NUMBER-INT	bigint	BSET_WAR_DIARY_KEYWORD	LINE_NUMBER	INT	1	NULL	NULL	19	NULL	NULL	18958631	391832	2.066773703	2.066773703
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_WAR_DIARY_KEYWORD-LONGITUDE-FLT	float	BSET_WAR_DIARY_KEYWORD	LONGITUDE	FLT	1	NULL	NULL	53	NULL	NULL	18958631	29374	0.154937348	0.154937348
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_WAR_DIARY_KEYWORD-WAR_DIARY-TXTS	nvarchar	BSET_WAR_DIARY_KEYWORD	WAR_DIARY	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	18958631	2	1.05E-05	1.05E-05
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_WIKI_DIPLOMATIC-FILE-TXTS	nvarchar	BSET_WIKI_DIPLOMATIC	FILE	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	33267	143	0.429855412	0.429855412
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_WIKI_DIPLOMATIC-LINE_CONTENT-TXTL	ntext	BSET_WIKI_DIPLOMATIC	LINE_CONTENT	TXTL	1	1073741823	2147483646	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	0	0	0	0
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_WIKI_DIPLOMATIC-LINE_CONTENT-TXTS	nvarchar	BSET_WIKI_DIPLOMATIC	LINE_CONTENT	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	33224	30692	92.37900313	92.2595966
4/21/12 12:38 PM	BAL_WIKI_LEAK	BSET_WIKI_DIPLOMATIC-LINE_NUMBER-INT	bigint	BSET_WIKI_DIPLOMATIC	LINE_NUMBER	INT	1	NULL	NULL	19	NULL	NULL	33267	1260	3.787537199	3.787537199
4/21/12 12:38 PM	BAL_LOCATION	BSET_ZIP_CODE_LOCATION-CITY-TXTS	nvarchar	BSET_ZIP_CODE_LOCATION	CITY	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	80259	39743	49.51843407	49.51843407
4/21/12 12:38 PM	BAL_LOCATION	BSET_ZIP_CODE_LOCATION-COUNTRY-TXTS	nvarchar	BSET_ZIP_CODE_LOCATION	COUNTRY	TXTS	1	400	800	NULL	UNICODE	SQL_Latin1_General_CP1_CI_AS	80235	76	0.094721755	0.09469343
